"lot_number","qc_name","analyte","concentration","unit","qc_type","manufacturer","cat_number","expiration_date","preparation_date","note"
"A00C0646","V-PLEX Cytokine P1 QC1 (H)","GM-CSF","394","pg/ml","Purchased","Mesoscale","C4050-1","","",""
"A00C0646","V-PLEX Cytokine P1 QC1 (H)","IL-1a","174","pg/ml","Purchased","Mesoscale","C4050-1","","",""
"A00C0646","V-PLEX Cytokine P1 QC1 (H)","IL-5","326","pg/ml","Purchased","Mesoscale","C4050-1","","",""
"A00C0646","V-PLEX Cytokine P1 QC1 (H)","IL-7","342","pg/ml","Purchased","Mesoscale","C4050-1","","",""
"A00C0646","V-PLEX Cytokine P1 QC1 (H)","IL-12/23p40","1320","pg/ml","Purchased","Mesoscale","C4050-1","","",""
"A00C0646","V-PLEX Cytokine P1 QC1 (H)","IL-15","259","pg/ml","Purchased","Mesoscale","C4050-1","","",""
"A00C0646","V-PLEX Cytokine P1 QC1 (H)","IL-16","1270","pg/ml","Purchased","Mesoscale","C4050-1","","",""
"A00C0646","V-PLEX Cytokine P1 QC1 (H)","IL-17A","2590","pg/ml","Purchased","Mesoscale","C4050-1","","",""
"A00C0646","V-PLEX Cytokine P1 QC1 (H)","TNF-b","241","pg/ml","Purchased","Mesoscale","C4050-1","","",""
"A00C0646","V-PLEX Cytokine P1 QC1 (H)","VEGF","472","pg/ml","Purchased","Mesoscale","C4050-1","","",""
"A00C0647","V-PLEX Cytokine P1 QC2 (M)","GM-CSF","61.7","pg/ml","Purchased","Mesoscale","C4050-1","","",""
"A00C0647","V-PLEX Cytokine P1 QC2 (M)","IL-1a","57.6","pg/ml","Purchased","Mesoscale","C4050-1","","",""
"A00C0647","V-PLEX Cytokine P1 QC2 (M)","IL-5","103","pg/ml","Purchased","Mesoscale","C4050-1","","",""
"A00C0647","V-PLEX Cytokine P1 QC2 (M)","IL-7","52.4","pg/ml","Purchased","Mesoscale","C4050-1","","",""
"A00C0647","V-PLEX Cytokine P1 QC2 (M)","IL-12/23p40","190","pg/ml","Purchased","Mesoscale","C4050-1","","",""
"A00C0647","V-PLEX Cytokine P1 QC2 (M)","IL-15","40.7","pg/ml","Purchased","Mesoscale","C4050-1","","",""
"A00C0647","V-PLEX Cytokine P1 QC2 (M)","IL-16","349","pg/ml","Purchased","Mesoscale","C4050-1","","",""
"A00C0647","V-PLEX Cytokine P1 QC2 (M)","IL-17A","374","pg/ml","Purchased","Mesoscale","C4050-1","","",""
"A00C0647","V-PLEX Cytokine P1 QC2 (M)","TNF-b","38.2","pg/ml","Purchased","Mesoscale","C4050-1","","",""
"A00C0647","V-PLEX Cytokine P1 QC2 (M)","VEGF","143","pg/ml","Purchased","Mesoscale","C4050-1","","",""
"A00C0648","V-PLEX Cytokine P1 QC3 (L)","GM-CSF","8.11","pg/ml","Purchased","Mesoscale","C4050-1","","",""
"A00C0648","V-PLEX Cytokine P1 QC3 (L)","IL-1a","17.1","pg/ml","Purchased","Mesoscale","C4050-1","","",""
"A00C0648","V-PLEX Cytokine P1 QC3 (L)","IL-5","32.2","pg/ml","Purchased","Mesoscale","C4050-1","","",""
"A00C0648","V-PLEX Cytokine P1 QC3 (L)","IL-7","8.16","pg/ml","Purchased","Mesoscale","C4050-1","","",""
"A00C0648","V-PLEX Cytokine P1 QC3 (L)","IL-12/23p40","30.4","pg/ml","Purchased","Mesoscale","C4050-1","","",""
"A00C0648","V-PLEX Cytokine P1 QC3 (L)","IL-15","7.82","pg/ml","Purchased","Mesoscale","C4050-1","","",""
"A00C0648","V-PLEX Cytokine P1 QC3 (L)","IL-16","94.7","pg/ml","Purchased","Mesoscale","C4050-1","","",""
"A00C0648","V-PLEX Cytokine P1 QC3 (L)","IL-17A","58.6","pg/ml","Purchased","Mesoscale","C4050-1","","",""
"A00C0648","V-PLEX Cytokine P1 QC3 (L)","TNF-b","5.97","pg/ml","Purchased","Mesoscale","C4050-1","","",""
"A00C0648","V-PLEX Cytokine P1 QC3 (L)","VEGF","49.6","pg/ml","Purchased","Mesoscale","C4050-1","","",""
"A00C0614","V-PLEX Proinfammatory P1  QC1 (H)","IFN-g","512","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"A00C0614","V-PLEX Proinfammatory P1  QC1 (H)","IL-1b","203","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"A00C0614","V-PLEX Proinfammatory P1  QC1 (H)","IL-2","390","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"A00C0614","V-PLEX Proinfammatory P1  QC1 (H)","IL-4","102","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"A00C0614","V-PLEX Proinfammatory P1  QC1 (H)","IL-6","264","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"A00C0614","V-PLEX Proinfammatory P1  QC1 (H)","IL-8","235","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"A00C0614","V-PLEX Proinfammatory P1  QC1 (H)","IL-10","133","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"A00C0614","V-PLEX Proinfammatory P1  QC1 (H)","IL-12p70","186","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"A00C0614","V-PLEX Proinfammatory P1  QC1 (H)","IL-13","170","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"A00C0614","V-PLEX Proinfammatory P1  QC1 (H)","TNF-a","92","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"A00C0615","V-PLEX Proinfammatory P1  QC2 (M)","IFN-g","132","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"A00C0615","V-PLEX Proinfammatory P1  QC2 (M)","IL-1b","47.1","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"A00C0615","V-PLEX Proinfammatory P1  QC2 (M)","IL-2","38.3","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"A00C0615","V-PLEX Proinfammatory P1  QC2 (M)","IL-4","20","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"A00C0615","V-PLEX Proinfammatory P1  QC2 (M)","IL-6","46.8","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"A00C0615","V-PLEX Proinfammatory P1  QC2 (M)","IL-8","36.2","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"A00C0615","V-PLEX Proinfammatory P1  QC2 (M)","IL-10","25.3","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"A00C0615","V-PLEX Proinfammatory P1  QC2 (M)","IL-12p70","35.6","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"A00C0615","V-PLEX Proinfammatory P1  QC2 (M)","IL-13","43.8","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"A00C0615","V-PLEX Proinfammatory P1  QC2 (M)","TNF-a","17.2","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"A00C0616","V-PLEX Proinfammatory P1  QC3 (L)","IFN-g","40.9","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"A00C0616","V-PLEX Proinfammatory P1  QC3 (L)","IL-1b","10.9","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"A00C0616","V-PLEX Proinfammatory P1  QC3 (L)","IL-2","3.34","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"A00C0616","V-PLEX Proinfammatory P1  QC3 (L)","IL-4","3.05","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"A00C0616","V-PLEX Proinfammatory P1  QC3 (L)","IL-6","8.18","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"A00C0616","V-PLEX Proinfammatory P1  QC3 (L)","IL-8","5.93","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"A00C0616","V-PLEX Proinfammatory P1  QC3 (L)","IL-10","3.32","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"A00C0616","V-PLEX Proinfammatory P1  QC3 (L)","IL-12p70","6.99","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"A00C0616","V-PLEX Proinfammatory P1  QC3 (L)","IL-13","12.7","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"A00C0616","V-PLEX Proinfammatory P1  QC3 (L)","TNF-a","2.53","pg/ml","Purchased","Mesoscale","C4049-1","","",""
"Prep20200923_Metabo-H","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC1 (H)","IP-10","566.6666667","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-H","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC1 (H)","Eotaxin","329.4444444","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-H","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC1 (H)","Eotaxin-3","1105.555556","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-H","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC1 (H)","MCP-1","300","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-H","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC1 (H)","MCP-4","232.7777778","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-H","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC1 (H)","MDC","1244.444444","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-H","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC1 (H)","MIP-1a","372.2222222","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-H","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC1 (H)","MIP-1b","101.6666667","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-H","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC1 (H)","TARC","158.3333333","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-H","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC1 (H)","IL-1RA","267.7777778","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-H","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC1 (H)","EPO","1100","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-H","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC1 (H)","FLT3L","365.5555556","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-H","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC1 (H)","IFN-b","5777.777778","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-H","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC1 (H)","IL-3","833.3333333","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-H","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC1 (H)","IL-9","71.11111111","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-H","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC1 (H)","IL-17B","247.2222222","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-H","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC1 (H)","IL-17C","1216.666667","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-H","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC1 (H)","IL-17D","2638.888889","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-H","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC1 (H)","IL-2Ra","2816.666667","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-H","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC1 (H)","BDNF","911.1111111","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-H","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC1 (H)","BAFF","227.2222222","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-H","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC1 (H)","b-NGF","242.2222222","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-H","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC1 (H)","FGF-23","1405.555556","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-H","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC1 (H)","LH","15055.55556","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-H","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC1 (H)","FSH","36000","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-M","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC2 (M)","IP-10","56.66666667","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-M","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC2 (M)","Eotaxin","32.94444444","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-M","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC2 (M)","Eotaxin-3","110.5555556","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-M","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC2 (M)","MCP-1","30","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-M","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC2 (M)","MCP-4","23.27777778","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-M","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC2 (M)","MDC","124.4444444","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-M","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC2 (M)","MIP-1a","37.22222222","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-M","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC2 (M)","MIP-1b","10.16666667","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-M","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC2 (M)","TARC","15.83333333","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-M","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC2 (M)","IL-1RA","26.77777778","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-M","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC2 (M)","EPO","110","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-M","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC2 (M)","FLT3L","36.55555556","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-M","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC2 (M)","IFN-b","577.7777778","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-M","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC2 (M)","IL-3","83.33333333","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-M","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC2 (M)","IL-9","7.111111111","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-M","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC2 (M)","IL-17B","24.72222222","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-M","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC2 (M)","IL-17C","121.6666667","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-M","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC2 (M)","IL-17D","263.8888889","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-M","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC2 (M)","IL-2Ra","281.6666667","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-M","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC2 (M)","BDNF","91.11111111","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-M","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC2 (M)","BAFF","22.72222222","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-M","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC2 (M)","b-NGF","24.22222222","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-M","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC2 (M)","FGF-23","140.5555556","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-M","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC2 (M)","LH","1505.555556","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-M","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC2 (M)","FSH","3600","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-L","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC3 (L)","IP-10","5.666666667","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-L","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC3 (L)","Eotaxin","3.294444444","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-L","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC3 (L)","Eotaxin-3","11.05555556","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-L","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC3 (L)","MCP-1","3","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-L","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC3 (L)","MCP-4","2.327777778","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-L","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC3 (L)","MDC","12.44444444","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-L","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC3 (L)","MIP-1a","3.722222222","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-L","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC3 (L)","MIP-1b","1.016666667","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-L","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC3 (L)","TARC","1.583333333","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-L","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC3 (L)","IL-1RA","2.677777778","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-L","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC3 (L)","EPO","11","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-L","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC3 (L)","FLT3L","3.655555556","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-L","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC3 (L)","IFN-b","57.77777778","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-L","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC3 (L)","IL-3","8.333333333","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-L","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC3 (L)","IL-9","0.711111111","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-L","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC3 (L)","IL-17B","2.472222222","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-L","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC3 (L)","IL-17C","12.16666667","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-L","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC3 (L)","IL-17D","26.38888889","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-L","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC3 (L)","IL-2Ra","28.16666667","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-L","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC3 (L)","BDNF","9.111111111","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-L","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC3 (L)","BAFF","2.272222222","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-L","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC3 (L)","b-NGF","2.422222222","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-L","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC3 (L)","FGF-23","14.05555556","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-L","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC3 (L)","LH","150.5555556","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_Metabo-L","U-PLEX Metabolic G1 (IP-10, IL-1RA, and BDNF)  QC3 (L)","FSH","360","pg/ml","Purchased","Mesoscale","Ry_MSD_Metabo","","","3 Calibrators were used. Fin the cat Nº."
"Prep20200923_IL-6R-H","R-PLEX IL-6R  QC1 (H)","IL-6R","222.2222222","pg/ml","Home made","","Ry_MSD_QC_IL-6R","","2020-09-23",""
"Prep20200923_IL-6R-M","R-PLEX IL-6R  QC2 (M)","IL-6R","22.22222222","pg/ml","Home made","","Ry_MSD_QC_IL-6R","","2020-09-23",""
"Prep20200923_IL-6R-L","R-PLEX IL-6R  QC3 (L)","IL-6R","2.222222222","pg/ml","Home made","","Ry_MSD_QC_IL-6R","","2020-09-23",""
"Prep20200929_TNF-Rs-H","Dupli-R-PLEX TNF-Rs (TNF-RI and TNF-RII)  QC1 (H)","TNF-RI","277.7777778","pg/ml","Home made","","Ry_MSD_QC_TNF-Rs","","2020-09-23",""
"Prep20200929_TNF-Rs-M","Dupli-R-PLEX TNF-Rs (TNF-RI and TNF-RII)  QC2 (M)","TNF-RI","27.77777778","pg/ml","Home made","","Ry_MSD_QC_TNF-Rs","","2020-09-23",""
"Prep20200929_TNF-Rs-L","Dupli-R-PLEX TNF-Rs (TNF-RI and TNF-RII)  QC3 (L)","TNF-RI","2.777777778","pg/ml","Home made","","Ry_MSD_QC_TNF-Rs","","2020-09-23",""
"Prep20200929_TNF-Rs-H","Dupli-R-PLEX TNF-Rs (TNF-RI and TNF-RII)  QC1 (H)","TNF-RII","277.7777778","pg/ml","Home made","","Ry_MSD_QC_TNF-Rs","","2020-09-23",""
